id,first_name,last_name,full_name,country,wealthy_parents,parent_on_wiki
358188,Miliaan,Niesten,Miliaan Niesten,Netherlands,False,
967584,Wild,Seyboth,Wild Seyboth,Brazil,False,
748404,Edan,Leshem,Edan Leshem,Israel,False,False
359628,Bastian,Malla,Bastian Malla,Chile,False,
1262952,Patrick,Kypson,Patrick Kypson,USA,False,False
312354,Karue,Sell,Karue Sell,Brazil,False,
490590,Gregoire,Jacq,Gregoire Jacq,France,False,False
155046,Yannick,Mertens,Yannick Mertens,Belgium,False,False
574818,Andrea,Vavassori,Andrea Vavassori,Italy,,False
581922,Ji Hoon,Son,Ji Hoon Son,South Korea,False,
291876,Patricio,Heras,Patricio Heras,Argentina,False,
296028,Yannick,Jankovits,Yannick Jankovits,France,False,False
1337742,Chauvinc,Cornut,Chauvinc Cornut,France,False,
683886,Juan,Ficovich,Juan Ficovich,Argentina,False,
1176744,Carabelli,Ugo,Carabelli Ugo,Argentina,False,
1242216,Chun,Tseng,Chun Tseng,Chinese Taipei,False,
1082688,Louis,Wessels,Louis Wessels,Germany,False,False
307056,Edoardo,Eremin,Edoardo Eremin,Italy,False,
569562,Ronnie,Schneider,Ronnie Schneider,USA,False,False
1415592,Michael,Vrbensky,Michael Vrbensky,Czech Republic,False,False
433392,Altug,Celikbilek,Altug Celikbilek,Turkey,False,False
667182,Orlando,Luz,Orlando Luz,Brazil,False,False
326946,Juan Ignacio,Galarza,Juan Ignacio Galarza,Argentina,False,
916332,Tom,Fawcett,Tom Fawcett,USA,False,False
97500,Konstantin,Kravchuk,Konstantin Kravchuk,Russia,False,False
227292,Alejandro,Gomez,Alejandro Gomez,Colombia,False,False
106404,Peter,Torebko,Peter Torebko,Germany,False,False
684450,Lopez,Pena,Lopez Pena,Argentina,False,
298122,Riccardo,Bellotti,Riccardo Bellotti,Italy,False,False
784464,Manuel,Sánchez,Manuel Sánchez,Mexico,False,False
1123326,Lucas,Catarina,Lucas Catarina,Monaco,False,False
317526,Robin,Kern,Robin Kern,Germany,False,False
213474,Felipe,Mantilla,Felipe Mantilla,Colombia,False,
306666,Alexander,Lazov,Alexander Lazov,Bulgaria,False,False
1192800,Colin,Sinclair,Colin Sinclair,Northern Mariana Islands,False,False
96096,Frederik,Nielsen,Frederik Nielsen,Denmark,False,False
1302828,Yuta,Shimizu,Yuta Shimizu,Japan,False,False
364416,Karim,Maamoun,Karim Maamoun,Egypt,False,False
1307016,Francesco,Forti,Francesco Forti,Italy,False,False
606954,Alex,Rybakov,Alex Rybakov,USA,False,False
1228596,Jacopo,Berrettini,Jacopo Berrettini,Italy,False,True
714912,Thomas,Fancutt,Thomas Fancutt,Australia,False,False
497598,Evan,Hoyt,Evan Hoyt,United Kingdom,False,False
221928,Pavel,Krainik,Pavel Krainik,Canada,False,
578982,Riccardo,Balzerani,Riccardo Balzerani,Italy,False,
420384,Pietro,Rondoni,Pietro Rondoni,Italy,False,
1242312,Brandon,Holt,Brandon Holt,USA,True,False
95574,Marc,Sieber,Marc Sieber,Germany,False,
137736,Ruan,Roelofse,Ruan Roelofse,South Africa,False,False
727044,Jules,Okala,Jules Okala,France,False,
89814,Ti,Chen,Ti Chen,Chinese Taipei,False,False
1360842,Maxime,Cressy,Maxime Cressy,USA,False,False
458958,Daniel,Nguyen,Daniel Nguyen,USA,False,False
614046,De,Van,De Van,Netherlands,False,False
1198824,Alexandar,Lazarov,Alexandar Lazarov,Bulgaria,False,False
87324,Janko,Tipsarevic,Janko Tipsarevic,Serbia,False,False
857400,Baptiste,Crepatte,Baptiste Crepatte,France,False,
1239432,Jannik,Sinner,Jannik Sinner,Italy,False,False
446010,Matias,Descotte,Matias Descotte,Argentina,False,
229092,Facundo,Mena,Facundo Mena,Argentina,False,False
727104,Manuel,Guinard,Manuel Guinard,France,False,False
273210,Gonzalo,Lama,Gonzalo Lama,Chile,False,False
851304,Geoffrey,Blancaneaux,Geoffrey Blancaneaux,France,False,False
665034,San,Lopez,San Lopez,Spain,False,
1050432,Giovanni,Fonio,Giovanni Fonio,Italy,False,False
1566102,Lorenzo,Musetti,Lorenzo Musetti,Italy,False,False
870744,Matteo,Martineau,Matteo Martineau,France,False,
96528,Alexandr,Dolgopolov,Alexandr Dolgopolov,Ukraine,False,False
1164828,Kirill,Kivattsev,Kirill Kivattsev,Russia,False,
1175052,Sebastian,Korda,Sebastian Korda,USA,True,False
574986,Julian,Ocleppo,Julian Ocleppo,Italy,False,True
416184,Skander,Mansouri,Skander Mansouri,Tunisia,False,False
612918,Alejandro,Tabilo,Alejandro Tabilo,Chile,False,False
750468,Ben,Patael,Ben Patael,Israel,False,False
366216,Lucas,Gomez,Lucas Gomez,Mexico,False,False
223266,Sandro,Ehrat,Sandro Ehrat,Switzerland,False,False
1429812,Tomas,Machac,Tomas Machac,Czech Republic,False,False
336114,Alexander,Ritschard,Alexander Ritschard,Switzerland,False,False
304782,Peter,Heller,Peter Heller,Germany,False,False
396024,Laurent,Lokoli,Laurent Lokoli,France,False,True
326298,Sanjar,Fayziev,Sanjar Fayziev,Uzbekistan,False,False
290466,Alexander,Zhurbin,Alexander Zhurbin,Russia,False,True
448206,Pavel,Nejedly,Pavel Nejedly,Czech Republic,True,
272406,Raymond,Sarmiento,Raymond Sarmiento,USA,,False
1196280,Luca,Giacomini,Luca Giacomini,Italy,False,
1235448,Hugo,Gaston,Hugo Gaston,France,False,False
300234,Marco,Bortolotti,Marco Bortolotti,Italy,False,False
1528464,Jiri,Lehecka,Jiri Lehecka,Czech Republic,False,False
692790,Evgenii,Tiurnev,Evgenii Tiurnev,Russia,False,False
606570,Jordi,Arconada,Jordi Arconada,USA,False,
917412,Patrik,Rikl,Patrik Rikl,Czech Republic,False,False
1326084,Francisco,Cerundolo,Francisco Cerundolo,Argentina,False,True
401256,Shintaro,Imai,Shintaro Imai,Japan,False,
1423140,Giulio,Zeppieri,Giulio Zeppieri,Italy,False,False
1323234,Paul,Jubb,Paul Jubb,United Kingdom,False,False
981828,Lukas,Klein,Lukas Klein,Slovakia,False,False
638154,Lucas,Gerch,Lucas Gerch,Germany,False,
289362,Da,Dutra,Da Dutra,Brazil,False,
1278336,Sam,Riffice,Sam Riffice,USA,False,False
142032,Cedrik,Stebe,Cedrik Stebe,Germany,False,
336534,Aleksandre,Metreveli,Aleksandre Metreveli,Georgia,False,True
463746,Jeroen,Vanneste,Jeroen Vanneste,Belgium,False,
1142298,John,Mcnally,John Mcnally,USA,True,
980640,Fajing,Sun,Fajing Sun,China,False,False
566934,Christopher,Heyman,Christopher Heyman,Belgium,True,
349338,Christopher,Oconnell,Christopher Oconnell,Australia,False,
383766,Lobato,Esteve,Lobato Esteve,Spain,False,
95196,Frederico,Gil,Frederico Gil,Portugal,False,False
430224,Nicolas,Alvarez,Nicolas Alvarez,Peru,False,False
952500,Alves,Meligeni,Alves Meligeni,Brazil,False,
1196382,Vit,Kopriva,Vit Kopriva,Czech Republic,False,False
259578,Christian,Lindell,Christian Lindell,Sweden,True,False
515274,Gonzalo,Villanueva,Gonzalo Villanueva,Argentina,False,False
1016988,Tomas,Etcheverry,Tomas Etcheverry,Argentina,False,
102402,Maxime,Chazal,Maxime Chazal,France,False,False
401484,Maxime,Hamou,Maxime Hamou,France,False,False
445806,Matias,Zukas,Matias Zukas,Argentina,False,
1161876,Izquierdo,Sanchez,Izquierdo Sanchez,Spain,False,
1304796,Rio,Noguchi,Rio Noguchi,Japan,False,False
547452,Ryan,Peniston,Ryan Peniston,United Kingdom,False,False
353898,Bague,Toledo,Bague Toledo,Spain,False,
1552506,Jack,Draper,Jack Draper,United Kingdom,False,False
313590,Diego,Hidalgo,Diego Hidalgo,Ecuador,False,False
893832,Mathieu,Perchicot,Mathieu Perchicot,France,False,
261534,Agustin,Velotti,Agustin Velotti,Argentina,False,False
688998,Alexander,Erler,Alexander Erler,Austria,False,False
355002,Ronald,Slobodchikov,Ronald Slobodchikov,Russia,False,
1123320,Nicolas,Mejia,Nicolas Mejia,Colombia,False,False
487662,Oscar,Gutierrez,Oscar Gutierrez,Brazil,False,False
1151250,Jenson,Brooksby,Jenson Brooksby,USA,False,False
290550,Sanz,Perez,Sanz Perez,Spain,False,
1151064,Dan,Added,Dan Added,France,False,False
616914,Niels,Lootsma,Niels Lootsma,Netherlands,False,False
383106,Nik,Razborsek,Nik Razborsek,Slovenia,False,False
1034904,Aziz,Dougaz,Aziz Dougaz,Tunisia,False,False
832356,Jordan,Correia,Jordan Correia,Brazil,False,
581166,Benjamin,Lock,Benjamin Lock,Zimbabwe,False,False
1323258,Aidan,Mchugh,Aidan Mchugh,United Kingdom,False,
379500,Martins,Podzus,Martins Podzus,Latvia,False,False
584214,Michail,Pervolarakis,Michail Pervolarakis,Greece,True,False
596274,Mariano,Kestelboim,Mariano Kestelboim,Argentina,False,
378552,Nerman,Fatic,Nerman Fatic,Bosnia & Herzegovina,False,False
464898,Danylo,Kalenichenko,Danylo Kalenichenko,Ukraine,False,False
108414,Eduardo,Struvay,Eduardo Struvay,Colombia,False,False
288348,Cheong-Eui,Kim,Cheong-Eui Kim,South Korea,False,
621762,Michael,Geerts,Michael Geerts,Belgium,False,False
289206,Quentin,Robert,Quentin Robert,France,False,
1119288,Artem,Dubrivnyy,Artem Dubrivnyy,Russia,False,False
1119786,Ergi,Kirkin,Ergi Kirkin,Turkey,False,False
278238,Maximiliano,Estevez,Maximiliano Estevez,Argentina,False,False
320982,Alessandro,Petrone,Alessandro Petrone,Italy,False,
486474,Gonzalez,Vivero,Gonzalez Vivero,Spain,False,
1085688,Rayane,Roumane,Rayane Roumane,France,False,False
1016928,Genaro,Olivieri,Genaro Olivieri,Argentina,False,
1296936,Sho,Shimabukuro,Sho Shimabukuro,Japan,False,False
1207392,Marko,Miladinovic,Marko Miladinovic,Serbia,False,False
927432,Vladyslav,Orlov,Vladyslav Orlov,Ukraine,False,False
635850,Jumpei,Yamasaki,Jumpei Yamasaki,Japan,False,
587874,Seong,Hong,Seong Hong,South Korea,False,
1225986,Yu,Hsu,Yu Hsu,Chinese Taipei,False,
1466532,Jong,De,Jong De,Netherlands,False,
599610,Nicolae,Frunza,Nicolae Frunza,Romania,False,False
1171086,Yshai,Oliel,Yshai Oliel,Israel,False,False
457590,Rafael,Matos,Rafael Matos,Brazil,False,False
972876,Evan,Zhu,Evan Zhu,USA,False,False
237492,Bruno,Santanna,Bruno Santanna,Brazil,False,False
1655550,Carlos,Alcaraz,Carlos Alcaraz,Spain,False,False
1380306,Filip,Jianu,Filip Jianu,Romania,False,False
326874,Wilson,Leite,Wilson Leite,Brazil,False,
1542558,Daniel,Michalski,Daniel Michalski,Poland,False,False
685194,Adam,Moundir,Adam Moundir,Morocco,False,False
1235838,Kacper,Zuk,Kacper Zuk,Poland,False,False
457518,Bogdan,Bobrov,Bogdan Bobrov,Russia,False,False
1413468,Brandon,Nakashima,Brandon Nakashima,USA,False,False
1330848,Sebastian,Baez,Sebastian Baez,Argentina,False,False
689322,Johan,Nikles,Johan Nikles,Switzerland,False,False
473286,Matija,Pecotic,Matija Pecotic,Croatia,False,False
954144,Ricardo,Rodríguez,Ricardo Rodríguez,Venezuela,True,False
1586244,Acosta,Diaz,Acosta Diaz,Argentina,False,
1493178,Juan,Cerundolo,Juan Cerundolo,Argentina,False,
363696,David,Poljak,David Poljak,Czech Republic,False,
462042,Marko,Tepavac,Marko Tepavac,Serbia,False,False
679338,Salminen,Niklas,Salminen Niklas,Finland,False,
1466508,Alexey,Zakharov,Alexey Zakharov,Russia,False,
1121322,Nick,Hardt,Nick Hardt,Dominican Republic,False,False
352230,Nick,Chappell,Nick Chappell,USA,False,False
696294,Gage,Brymer,Gage Brymer,USA,False,
327186,Jorge,Panta,Jorge Panta,Peru,False,False
593898,Alexandru,Jecan,Alexandru Jecan,Romania,False,
664254,David,Pichler,David Pichler,Austria,False,False
87840,Yen-Hsun,Lu,Yen-Hsun Lu,China,False,False
1615758,Jonas,Forejtek,Jonas Forejtek,Czech Republic,False,False
326334,Blake,Mott,Blake Mott,Australia,False,False
1215444,Marek,Gengel,Marek Gengel,Czech Republic,False,False
571566,Strong,Kirchheimer,Strong Kirchheimer,USA,False,
1493088,Harold,Mayot,Harold Mayot,France,False,False
137730,Jerzy,Janowicz,Jerzy Janowicz,Poland,False,False
1125660,Aleksandar,Kovacevic,Aleksandar Kovacevic,USA,False,False
859692,Gabriel,Petit,Gabriel Petit,France,False,
1074972,Thomas,Laurent,Thomas Laurent,France,False,False
243252,Nikola,Cacic,Nikola Cacic,Serbia,False,False
205596,Mao,Gong,Mao Gong,China,False,
1439286,Ryan,Nijboer,Ryan Nijboer,,False,
1283886,Jakub,Paul,Jakub Paul,Switzerland,False,False
1041036,Austin,Rapp,Austin Rapp,USA,False,
1597566,Del,Huertas,Del Huertas,Peru,False,
1263156,Bart,Stevens,Bart Stevens,,False,False
308082,Jr,Damm,Jr Damm,USA,False,
1783206,Toby,Kodat,Toby Kodat,USA,False,False
1239624,Clement,Tabur,Clement Tabur,France,False,False
1189350,Sergey,Fomin,Sergey Fomin,Uzbekistan,False,False
981252,Mats,Hermans,Mats Hermans,,False,
1409388,Lopez,Winter,Lopez Winter,Spain,False,
1235406,Piotr,Matuszewski,Piotr Matuszewski,Poland,False,False
1792782,Shintaro,Mochizuki,Shintaro Mochizuki,Japan,False,False
1309566,Fabian,Marozsan,Fabian Marozsan,Hungary,False,False
1327278,Ray,Ho,Ray Ho,,False,False
352710,Min,Song,Min Song,South Korea,False,
1251996,Sem,Verbeek,Sem Verbeek,,False,False
353946,Matej,Sabanov,Matej Sabanov,,False,False
590490,Karol,Drzewiecki,Karol Drzewiecki,Poland,False,False
296154,Scott,Puodziunas,Scott Puodziunas,Australia,False,False
672378,Szymon,Walkow,Szymon Walkow,Poland,False,False
462078,Gornes,Martos,Gornes Martos,Spain,,
91662,Toshihide,Matsui,Toshihide Matsui,Japan,False,False
311322,Xin,Gao,Xin Gao,China,False,False
297300,Vladyslav,Manafov,Vladyslav Manafov,Ukraine,False,False
225834,Federico,Zeballos,Federico Zeballos,Bolivia,False,False
98964,Jonathan,Eysseric,Jonathan Eysseric,France,False,False
291888,Nicolas,Barrientos,Nicolas Barrientos,Colombia,False,False
676842,Jan,Zielinski,Jan Zielinski,Poland,False,False
322566,N,Prashanth,N Prashanth,India,False,
305112,Timur,Khabibulin,Timur Khabibulin,Kazakhstan,False,False
556686,Brandon,Walkin,Brandon Walkin,Australia,False,False
971220,Del,Huertas,Del Huertas,Peru,False,
935172,Courtney,Lock,Courtney Lock,,False,
831168,Runhao,Hua,Runhao Hua,China,False,False
300900,Calum,Puttergill,Calum Puttergill,Australia,False,False
749616,Grigoriy,Lomakin,Grigoriy Lomakin,Kazakhstan,False,False
590706,Malfeito,Pla,Malfeito Pla,Spain,,
1137246,Julian,Bradley,Julian Bradley,Ireland,False,False
433776,Nicolas,Arreche,Nicolas Arreche,Argentina,False,
465930,Victor,Cornea,Victor Cornea,Romania,False,
1181586,Petr,Nouza,Petr Nouza,Czech Republic,False,False
150138,Inigo,Cervantes,Inigo Cervantes,Spain,False,False
305934,Alexander,Igoshin,Alexander Igoshin,Russia,False,
726744,Simon,Freund,Simon Freund,Sweden,False,False
683346,Ivan,Liutarevich,Ivan Liutarevich,Belarus,False,False
374472,Luke,Johnson,Luke Johnson,United Kingdom,False,False
557082,George,Goldhoff,George Goldhoff,USA,False,
1038708,Anis,Ghorbel,Anis Ghorbel,Tunisia,False,False
312828,Luis,Patino,Luis Patino,Mexico,False,False
952980,Rhett,Purcell,Rhett Purcell,New Zealand,False,False
337638,Maxime,Tchoutakian,Maxime Tchoutakian,France,False,
636210,Florian,Lakat,Florian Lakat,France,False,False
765888,Francisco,Cabral,Francisco Cabral,,False,False
393648,Franco,Agamenone,Franco Agamenone,Italy,False,False
1337664,Justin,Butsch,Justin Butsch,USA,False,
917196,Oleg,Prihodko,Oleg Prihodko,Ukraine,False,False
291624,Goncalo,Falcao,Goncalo Falcao,,False,
556014,Luca,Castelnuovo,Luca Castelnuovo,,False,False
298014,Alexander,Pavlioutchenkov,Alexander Pavlioutchenkov,Russia,False,False
532800,Hawkins,Findel,Hawkins Findel,United Kingdom,False,
465018,Kai,Wehnelt,Kai Wehnelt,,False,
543888,Maxim,Ratniuk,Maxim Ratniuk,Russia,False,
470478,Franco,Feitt,Franco Feitt,Argentina,False,
1138290,Glenn,Smits,Glenn Smits,,False,False
669666,Campos,Barroso,Campos Barroso,Spain,False,
857748,James,Frawley,James Frawley,Australia,False,False
419472,Filip,Bergevi,Filip Bergevi,Sweden,False,False
89286,Jaroslav,Pospisil,Jaroslav Pospisil,Czech Republic,False,False
662802,Peter,Bothwell,Peter Bothwell,Ireland,False,False
975636,Luca,Gelhardt,Luca Gelhardt,,False,
605274,Jose,Bendeck,Jose Bendeck,Colombia,False,
342942,Sanchis,Jorda,Sanchis Jorda,Spain,False,
1375662,Timofey,Skatov,Timofey Skatov,Kazakhstan,False,False
1242498,Duje,Ajdukovic,Duje Ajdukovic,Croatia,False,False
472470,Elmar,Ejupovic,Elmar Ejupovic,Germany,False,
1304706,Valero,Gimeno,Valero Gimeno,Spain,False,
750048,Nuno,Borges,Nuno Borges,Portugal,False,False
600426,Vitaliy,Sachko,Vitaliy Sachko,Ukraine,False,False
1329102,Thiago,Tirante,Thiago Tirante,Argentina,False,
1698432,Holger,Rune,Holger Rune,Denmark,False,False
1252956,Adrian,Andreev,Adrian Andreev,Bulgaria,False,False
146856,Andrey,Kuznetsov,Andrey Kuznetsov,Russia,False,False
814680,Lucas,Poullain,Lucas Poullain,France,False,
1605474,Kyrian,Jacquet,Kyrian Jacquet,France,False,False
1778226,Dominic,Stricker,Dominic Stricker,Switzerland,False,False
1392354,Emilio,Nava,Emilio Nava,USA,False,False
1328046,Georgii,Kravchenko,Georgii Kravchenko,Ukraine,False,
1304700,Tiffon,Martin,Tiffon Martin,Spain,False,
1642092,Cobolli,Flavio,Cobolli Flavio,Italy,False,
1278354,Oliver,Crawford,Oliver Crawford,USA,False,False
1726830,Arthur,Cazaux,Arthur Cazaux,France,False,False
1762470,Zane,Khan,Zane Khan,USA,False,False
1628238,De,Pucinelli,De Pucinelli,Brazil,False,
1112616,Taverna,Rodriguez,Taverna Rodriguez,Argentina,False,
1470672,Anton,Matusevich,Anton Matusevich,United Kingdom,False,False
727080,Alexis,Gautier,Alexis Gautier,France,False,
683442,De,Moreno,De Moreno,USA,False,
1361010,Marvin,Moller,Marvin Moller,Germany,False,
1235946,Varona,Alvarez,Varona Alvarez,Spain,False,
1586076,Alexander,Shevchenko,Alexander Shevchenko,Russia,False,False
1523064,Nicholas,Ionel,Nicholas Ionel,Romania,False,
1395702,Oleksii,Krutykh,Oleksii Krutykh,Ukraine,False,False
1375320,Otto,Virtanen,Otto Virtanen,Finland,False,False
1238988,Govind,Nanda,Govind Nanda,USA,False,False
1560744,Dalibor,Svrcina,Dalibor Svrcina,Czech Republic,False,False
1172028,Dragos,Madaras,Dragos Madaras,Sweden,False,
459090,Azorin,Vidal,Azorin Vidal,Spain,False,
683166,Antoine,Bellier,Antoine Bellier,Switzerland,False,False
1589880,De,Pucinelli,De Pucinelli,Brazil,False,
1298940,Filip,Misolic,Filip Misolic,Austria,False,False
1789494,Zachary,Svajda,Zachary Svajda,USA,False,False
1424724,Rinky,Hijikata,Rinky Hijikata,Australia,True,False
971256,Felix,Corwin,Felix Corwin,USA,False,
1848516,Luciano,Darderi,Luciano Darderi,Italy,False,False
1797240,Matteo,Arnaldi,Matteo Arnaldi,Italy,False,False
1707114,Eric,Vanshelboim,Eric Vanshelboim,Ukraine,False,
1735410,Luca,Nardi,Luca Nardi,Italy,False,False
1361640,Junior,Klier,Junior Klier,Brazil,False,
1276584,Da,Reis,Da Reis,Brazil,False,
1137288,Tiago,Cacao,Tiago Cacao,Portugal,False,False
944376,Mats,Rosenkranz,Mats Rosenkranz,Germany,False,False
678858,Mateus,Alves,Mateus Alves,Brazil,False,False
1463562,Titouan,Droguet,Titouan Droguet,France,False,False
339474,Pawel,Cias,Pawel Cias,Poland,False,
1207500,Yan,Bondarevskiy,Yan Bondarevskiy,Russia,False,
981312,Facundo,Juarez,Facundo Juarez,Italy,False,
1181544,Jover,Sanchez,Jover Sanchez,Spain,False,
864624,Alexander,Weis,Alexander Weis,Italy,False,
1402212,Gauthier,Onclin,Gauthier Onclin,Belgium,False,
395964,Juan,Paz,Juan Paz,Argentina,False,False
1532532,Francisco,Comesana,Francisco Comesana,Argentina,False,False
1262988,Vasil,Kirkov,Vasil Kirkov,USA,False,False
1398768,Dane,Sweeny,Dane Sweeny,Australia,False,False
312426,Naoki,Nakagawa,Naoki Nakagawa,Japan,False,False
1450320,Yanki,Erel,Yanki Erel,Turkey,False,False
1123392,Christian,Langmo,Christian Langmo,USA,False,
1148652,Damien,Wenger,Damien Wenger,Switzerland,False,
1815504,Gustavo,Heide,Gustavo Heide,Brazil,False,False
1771080,Alibek,Kachmazov,Alibek Kachmazov,Russia,False,False
492954,Igor,Marcondes,Igor Marcondes,Brazil,False,False
671034,Billy,Harris,Billy Harris,United Kingdom,False,False
1894656,Juan,Torres,Juan Torres,Argentina,False,False
1307310,Gabriel,Decamps,Gabriel Decamps,Brazil,False,False
2010624,Assche,Van,Assche Van,France,False,
953484,Valentin,Vacherot,Valentin Vacherot,Monaco,False,False
981180,Edoardo,Lavagno,Edoardo Lavagno,Italy,False,
1249362,Henri,Squire,Henri Squire,Germany,False,False
1276866,Stuart,Parker,Stuart Parker,United Kingdom,False,False
922968,Moez,Echargui,Moez Echargui,Tunisia,False,False
1337760,Alastair,Gray,Alastair Gray,United Kingdom,False,False
1137252,Hady,Habib,Hady Habib,Lebanon,False,False
1228668,Mateus,Alves,Mateus Alves,Brazil,,False
486282,Jonathan,Mridha,Jonathan Mridha,Sweden,False,False
1360872,Luca,Potenza,Luca Potenza,Italy,False,
296514,Li,Tu,Li Tu,Australia,False,False
2133168,Ouden,Den,Ouden Den,Netherlands,False,
1392366,Keegan,Smith,Keegan Smith,USA,False,False
1505154,Canas,Moro,Canas Moro,Spain,False,
2031012,Arthur,Fils,Arthur Fils,France,False,False
1553460,Francesco,Passaro,Francesco Passaro,Italy,False,False
1392282,Omni,Kumar,Omni Kumar,USA,False,
2093130,Juncheng,Shang,Juncheng Shang,China,False,False
1788354,Felix,Gill,Felix Gill,United Kingdom,,False
1396692,Beibit,Zhukayev,Beibit Zhukayev,Kazakhstan,False,False
2036712,Lukas,Neumayer,Lukas Neumayer,Austria,False,False
1133676,Andrey,Chepelev,Andrey Chepelev,Russia,False,
1930740,Leandro,Riedi,Leandro Riedi,Switzerland,False,False
1594860,Lavallen,Lingua,Lavallen Lingua,Argentina,False,
1181532,Cezar,Cretu,Cezar Cretu,Romania,False,
1207476,Montagud,Lopez,Montagud Lopez,Spain,False,
1766034,Mattia,Bellucci,Mattia Bellucci,Italy,False,False
1213098,Charles,Broom,Charles Broom,United Kingdom,False,
1956678,Matteo,Gigante,Matteo Gigante,Italy,False,False
1928436,Hamad,Mededovic,Hamad Mededovic,Serbia,False,
492810,Velasco,Dellien,Velasco Dellien,Bolivia,False,
997200,Timo,Stodder,Timo Stodder,Germany,False,
1723098,Roman,Burruchaga,Roman Burruchaga,Argentina,False,
1204674,Ugo,Blanchet,Ugo Blanchet,France,False,False
1304688,Pujolras,Marti,Pujolras Marti,Spain,False,
475710,Gergely,Madarasz,Gergely Madarasz,Hungary,False,False
1950858,Ruggeri,Vincent,Ruggeri Vincent,Italy,False,
99396,Jose,Pereira,Jose Pereira,Brazil,False,False
1532706,Valentin,Royer,Valentin Royer,France,False,
1704588,Dias,Boscardin,Dias Boscardin,Brazil,False,
1652838,Tristan,Schoolkate,Tristan Schoolkate,Australia,False,False
1930752,Jones,Pinnington,Jones Pinnington,United Kingdom,,
1566114,Francesco,Maestrelli,Francesco Maestrelli,Italy,False,False
1718964,Martin,Krumich,Martin Krumich,Czech Republic,False,
870660,Remy,Bertola,Remy Bertola,Switzerland,False,
1652814,Andrew,Paulson,Andrew Paulson,Czech Republic,False,False
748260,Daniel,Cukierman,Daniel Cukierman,Israel,False,True
2312922,Ben,Shelton,Ben Shelton,USA,False,False
476814,Omar,Jasika,Omar Jasika,Australia,False,False
630138,Kyle,Seelig,Kyle Seelig,USA,False,
832284,Giovanni,Oradini,Giovanni Oradini,Italy,False,
1586160,Ruiz,Llamas,Ruiz Llamas,Spain,False,
1628346,Mariano,Navone,Mariano Navone,Argentina,False,
1525374,Bu,Yunchaokete,Bu Yunchaokete,China,False,False
108564,Daniel,Cox,Daniel Cox,United Kingdom,False,False
1389732,Clement,Chidekh,Clement Chidekh,France,False,False
1278468,Mathys,Erhard,Mathys Erhard,France,False,
1642086,Terence,Atmane,Terence Atmane,France,,
1389384,Stefan,Palosi,Stefan Palosi,Romania,False,
2036724,James,Mccabe,James Mccabe,Australia,False,
2133162,Raphael,Collignon,Raphael Collignon,Belgium,False,
1844358,Daniel,Rincon,Daniel Rincon,Spain,False,False
1747590,Dominik,Palan,Dominik Palan,Czech Republic,False,
2044458,Wayenburg,Gueymard,Wayenburg Gueymard,France,False,
1854438,Jerome,Kym,Jerome Kym,Switzerland,False,False
1734888,Perricard,Mpetshi,Perricard Mpetshi,France,False,
1433214,Oleksandr,Ovcharenko,Oleksandr Ovcharenko,Ukraine,False,False
1983240,Henry,Patten,Henry Patten,United Kingdom,False,False
1133634,Quentin,Folliot,Quentin Folliot,France,False,
1734906,Peter,Fajta,Peter Fajta,Hungary,False,
1750572,Gianmarco,Ferrari,Gianmarco Ferrari,Italy,False,False
2092218,Marko,Topo,Marko Topo,Germany,False,False
1553874,Hernandez,Alex,Hernandez Alex,Mexico,False,
1341090,Liam,Draxl,Liam Draxl,Canada,False,False
1199190,Ezekiel,Clark,Ezekiel Clark,USA,False,
1263258,Jurgen,Briand,Jurgen Briand,France,False,
1911444,Timo,Legout,Timo Legout,France,False,False
1239456,Jaimee,Angele,Jaimee Angele,France,False,
1782846,Valerio,Aboian,Valerio Aboian,Argentina,False,False
1680918,Gabriel,Diallo,Gabriel Diallo,Canada,False,False
1328310,Juan,Otegui,Juan Otegui,Argentina,False,
1663086,Max,Houkes,Max Houkes,Netherlands,False,False
2033352,Aguilar,Merida,Aguilar Merida,Spain,False,
2005770,Ethan,Quinn,Ethan Quinn,USA,False,False
1844310,Abedallah,Shelbayh,Abedallah Shelbayh,Jordan,False,False
2057022,Maks,Kasnikowski,Maks Kasnikowski,Poland,False,False
1016964,Leonardo,Aboian,Leonardo Aboian,Argentina,False,
2303958,Mark,Lajal,Mark Lajal,Estonia,False,False
2044464,Robin,Bertrand,Robin Bertrand,France,False,False
1540836,Cannon,Kingsley,Cannon Kingsley,USA,False,
1344240,Federico,Arnaboldi,Federico Arnaboldi,Italy,False,False
644910,Ignacio,Monzon,Ignacio Monzon,Argentina,False,
388764,Daniele,Capecchi,Daniele Capecchi,Italy,False,
1245462,Adam,Walton,Adam Walton,Australia,False,False
916368,Karl,Friberg,Karl Friberg,Sweden,False,False
1931700,Eliakim,Coulibaly,Eliakim Coulibaly,Ivory Coast,False,False
330414,Jules,Marie,Jules Marie,France,False,
1385418,Rimpei,Kawakami,Rimpei Kawakami,Japan,False,
1801770,Max,Rehberg,Max Rehberg,Germany,False,
2264190,Marcello,Serafini,Marcello Serafini,Italy,False,
1196940,Eduardo,Ribeiro,Eduardo Ribeiro,Brazil,False,False
1735050,Giles,Hussey,Giles Hussey,United Kingdom,False,False
2057862,Mili,Poljicak,Mili Poljicak,Croatia,False,False
1930746,Arthur,Fery,Arthur Fery,United Kingdom,False,False
1796898,Philip,Sekulic,Philip Sekulic,Australia,False,
